run_idx,algorithm,dataset_size,epsilon,proportions,proportion_key,reset_mode,extra_terminal_steps,seed,status,error,feature_coverage,greedy_on_data_quality,greedy_optimal_states_quality,greedy_avg_reward,greedy_success_rate,greedy_v_x0,greedy_v_gap,solver_on_data_quality,solver_optimal_states_quality,solver_avg_reward,solver_success_rate,solver_v_x0,solver_v_gap,elapsed_seconds,steps,lambda_entropy,eta,lr_value,lr_rho,lr_policy,tau,rollout_length,batch_size,device,torch_threads,last_objective,last_primal_mse,last_dual_mse,last_theta_grad_norm,last_beta_grad_norm,last_policy_grad_norm
167,SBEED,8000,0.5,100% optimal-eps / 0% random,100_0,x0,3,42,ok,,2.4305859087854067,2.1019237123226713e-17,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.0132749691179097,0.7088246630654033,-1.1583697097881756,0.3,-1.1580593960945713,0.7324323893454692,120.5774670719984,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:6,1,-4.537332622383888,0.25495360637825454,4.792286228762142,0.705376164446551,0.2710827475112081,0.00211394780667693
168,SBEED,12000,0.5,100% optimal-eps / 0% random,100_0,x0,3,42,ok,,2.4536641856344126,2.1358196476863865e-17,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.0431961127748004,0.733393578776082,-1.1587378995674675,0.3,-1.173710784158232,0.7573619086176481,124.33828810905106,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:7,1,-4.52891783986628,0.2534996985195378,4.782417538385818,0.7071668387022765,0.2700620101287027,0.0018759908166559585
169,SBEED,16000,0.5,100% optimal-eps / 0% random,100_0,x0,3,42,ok,,2.423485578823807,2.160493453233662e-17,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.0474407780335502,0.7391997156931015,-1.1702842920978171,0.29,-1.178809953576557,0.7638163800567113,121.32303493400104,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:0,1,-4.511617377055503,0.2537553647057795,4.765372741761282,0.7044012669779897,0.26994632783119304,0.001876896021218532
170,SBEED,20000,0.5,100% optimal-eps / 0% random,100_0,x0,3,42,ok,,2.424028026173503,2.177840139689423e-17,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.016246112673951,0.7174586987257829,-1.1893836286339137,0.28,-1.1816612065117047,0.7492404993745536,123.06159324594773,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:1,1,-4.512571785350767,0.25490205336610766,4.7674738387168745,0.7023168292571016,0.26944998159012645,0.0018538583075873053
171,SBEED,4000,0.7,100% optimal-eps / 0% random,100_0,x0,3,42,ok,,801.2916400336106,0.46786554935525804,0.6468180626188853,-0.9948462247926807,0.0,-1.0000000000000004,0.42542102974332047,1.1232284511655541,1.088912808707718,-1.1089973433503006,0.03,-1.1283687110161678,0.9097440713340073,123.35051181499148,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:2,1,-4.898009138954036,0.1351110207170678,5.033120159671103,0.8449269740639598,0.27445873703797075,0.002054564122888514
172,SBEED,8000,0.7,100% optimal-eps / 0% random,100_0,x0,3,42,ok,,20.53397078184585,0.4480634147498802,0.6468180626188853,-0.9948462247926807,0.0,-1.0000000000000004,0.42542102974332047,1.1279123576459174,0.969145972126577,-1.1157125084372124,0.02,-1.1531482482696354,0.8881944236122846,122.94370553898625,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:3,1,-4.869746478964403,0.14064551588585766,5.010391994850261,0.8332262818403178,0.27236401956066775,0.0018492691139352026
173,SBEED,12000,0.7,100% optimal-eps / 0% random,100_0,x0,3,42,ok,,14.153328932008606,0.4668038570277495,0.6468180626188853,-0.9948462247926807,0.0,-1.0000000000000004,0.42542102974332047,1.114027275059687,0.9562164711976021,-1.1435609064776688,0.01,-1.1595832407010371,0.874680959900094,123.87714966596104,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:4,1,-4.868260739382987,0.14067309873078307,5.00893383811377,0.8231195513226947,0.2695135017273023,0.0016651910739266754
174,SBEED,16000,0.7,100% optimal-eps / 0% random,100_0,x0,3,42,ok,,11.720105525743826,0.4625445651977075,0.6468180626188853,-0.9948462247926807,0.0,-1.0000000000000004,0.42542102974332047,1.1327443992738415,0.9651971381547473,-1.1442337980721455,0.01,-1.169979590640296,0.8895666336720489,126.68751217104727,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:5,1,-4.855034030794627,0.145009871217367,5.000043902011994,0.8151059074175074,0.26822984041422604,0.0016240520235479851
175,SBEED,20000,0.7,100% optimal-eps / 0% random,100_0,x0,3,42,ok,,11.783005548024825,0.12349734700752932,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.1356422010907217,0.9941161257178951,-1.1421200359123636,0.0,-1.1660015205946577,0.8998808571690153,126.12034419499105,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:6,1,-4.859180016821884,0.1443376070950472,5.003517623916931,0.8215984486701444,0.2694847895114236,0.0015949485032360129
176,SBEED,4000,0.0,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,1.73025019797144,0.1975385426791327,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.3469588129857311,0.06427331545522406,-0.9528626315596926,0.88,-0.9965344751867143,0.0979274540194638,123.45484195894096,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:7,1,-4.066250031338093,0.35413058863985747,4.4203806199779505,0.6433963547091321,0.3240649680949689,0.012517522145892905
177,SBEED,8000,0.0,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,1.7232813882204403,0.7607414651409999,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.3604892816216964,0.059578519696353804,-0.9711060147835664,0.85,-1.0014171334913875,0.09058673800590161,117.35722349199932,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:0,1,-4.06811058265523,0.35395049286060304,4.422061075515833,0.652692950196788,0.32457501529847116,0.012505042310844252
178,SBEED,12000,0.0,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,1.7799914848833318,0.5878787365122463,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.3814214900985573,0.06631067892577638,-0.9819933720858272,0.83,-1.0242543662696761,0.1015458871207074,119.98274274903815,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:1,1,-4.113973701794501,0.34171867274382506,4.455692374538327,0.6606318983096505,0.31541321457745225,0.012054765260007337
179,SBEED,16000,0.0,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,1.750753471705161,0.320013751999921,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.3629936800771318,0.06588928746859386,-0.9622863997708917,0.86,-1.0170246770225209,0.10092416359956552,122.11705767305102,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:2,1,-4.102153768368049,0.34494795543434875,4.4471017238023975,0.6581312265573983,0.31870603361098204,0.012098073648751765
180,SBEED,20000,0.0,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,1.7377031755237973,0.3364498755072701,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.33671817368943885,0.06497127634279302,-0.9710429080805376,0.86,-1.0074726130908231,0.0994073604440027,123.14736132795224,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:3,1,-4.106708610582367,0.34387485043268284,4.45058346101505,0.6638347012200719,0.32004864945059475,0.012085850670251133
181,SBEED,4000,0.1,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,1.9229657827324562,0.6618527023908696,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.46604031276286134,0.1911765690119571,-1.0411066455377547,0.73,-1.06595308608863,0.23309330965380023,118.43624657200417,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:4,1,-4.179422801735921,0.317462364131962,4.496885165867883,0.6671070447283937,0.2965553908504987,0.009459657495707145
182,SBEED,8000,0.1,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,1.8696299886698773,0.029405450147368083,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.4147664516579113,0.16555322962529845,-1.016392889726584,0.79,-1.0516074473172636,0.21079519876686625,119.6268052009982,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:5,1,-4.14957746513338,0.33108406296349474,4.480661528096874,0.6583907731288264,0.2997169138664495,0.009014803644480528
183,SBEED,12000,0.1,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,1.8429557418278057,0.5893230317271541,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.42659397162050317,0.1772447118126247,-1.025805619507891,0.78,-1.0670406647939081,0.22990203400064985,121.22729817900108,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:6,1,-4.134404129406045,0.332994017998358,4.467398147404403,0.6555668536799227,0.30170087408635876,0.009239553062345128
184,SBEED,16000,0.1,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,1.8099135657385241,0.5593972245650963,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.42198793772861215,0.1778328898461172,-1.002352608442408,0.82,-1.06669193670894,0.2316963345347229,126.81075697299093,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:7,1,-4.105352703843107,0.33971106025421094,4.445063764097318,0.6492186838314665,0.30573929872482575,0.009322514200420868
185,SBEED,20000,0.1,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,1.8001717380106677,0.37909921371400207,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.4103996022875217,0.1672129182073502,-1.0060602403864753,0.83,-1.060891476418502,0.22203706467587508,122.31913389597321,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:0,1,-4.100248289891315,0.3406667821135835,4.440915072004898,0.6484938148475674,0.30689209251676774,0.00956872167037979
186,SBEED,4000,0.3,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,2.0388274508447135,0.2817319668028431,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.6666376375641824,0.4487085633597341,-1.1267501869748786,0.59,-1.1686289228769364,0.5254039189954044,119.12548895302461,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:1,1,-4.223797668167293,0.3168484068680089,4.540646075035302,0.664481249396862,0.2731109163275946,0.005409658855063949
187,SBEED,8000,0.3,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,2.108485777209344,0.12482115862737339,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.7593532500304251,0.5402409970913186,-1.1485752697888278,0.44,-1.1820615305696824,0.6140438439100668,119.02794243802782,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:2,1,-4.291005010292024,0.2987811887483225,4.589786199040347,0.6735731049685567,0.2671104198262693,0.004865773542768714
188,SBEED,12000,0.3,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,2.1035420502565616,0.28986590210846797,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.6899736166217577,0.47691753635194695,-1.1406532946891657,0.51,-1.1626995202418227,0.5490164016683152,119.42601334804203,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:3,1,-4.279398938143173,0.3037035764463895,4.583102514589563,0.6669393724513,0.26780200739311677,0.004949629997808916
189,SBEED,16000,0.3,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,2.0868004400864506,0.4181327514898698,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.6915399798494168,0.4734491782194369,-1.1425013025089878,0.51,-1.1635668055320598,0.5430072007489946,123.76682828401681,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:4,1,-4.265310237339555,0.30348997550455686,4.568800212844112,0.6642003651791748,0.268659166640756,0.00502759158234022
190,SBEED,20000,0.3,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,2.127579191425682,0.030561171170229915,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.6832305982396049,0.47544503739771704,-1.1365544978565982,0.49,-1.1526769121617304,0.5396473553524945,125.04195244098082,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:5,1,-4.292857923436216,0.2940839535651301,4.586941877001347,0.6718782234362743,0.26641454988842705,0.005098059460429279
191,SBEED,4000,0.5,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,3.0738284274151164,0.042212354286785846,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.2105894912182955,0.952805851339363,-1.1941935749723551,0.11,-1.2151467074051296,0.9421474032934398,120.47307265899144,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:6,1,-4.624994843570036,0.2119891576136889,4.836984001183725,0.7326970910112952,0.25822483685453584,0.002925778818776718
192,SBEED,8000,0.5,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,2.914081008803188,0.043031405897062475,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.1145512268234852,0.8718157816116001,-1.1873348242115416,0.11,-1.1929975009032021,0.8636996195864907,123.60770845902152,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:7,1,-4.624496971738771,0.21637641092379423,4.840873382662565,0.7250033707563801,0.25586091110367076,0.002292169444622239
193,SBEED,12000,0.5,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,2.9510807590756762,0.045287886546890234,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.0795143693524172,0.8356394488782148,-1.1501055355730296,0.11,-1.1831016473551363,0.8329156745443286,118.21030186105054,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:0,1,-4.63620748429283,0.21246931611884448,4.848676800411674,0.726723733307627,0.254666013171968,0.002055534358047828
194,SBEED,16000,0.5,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,2.8757162546493817,0.09336492542175348,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.0369668112660668,0.8037000679607949,-1.1346909669985927,0.12,-1.1791826309090976,0.8059013450273491,122.78633060201537,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:1,1,-4.6310184208026035,0.21546396807212562,4.846482388874729,0.7230044247562663,0.2526718828031271,0.0019865129310353224
195,SBEED,20000,0.5,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,2.805746954350803,0.06323081402516836,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.9972492760939482,0.7741980622367765,-1.1421687866189254,0.17,-1.1722294070882917,0.7824795668427598,124.00082143902546,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:2,1,-4.6318047471518975,0.21743784654940443,4.849242593701302,0.7247018232893986,0.25443716009579137,0.001826149143628748
196,SBEED,4000,0.7,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,16.134647473767334,1.4167046860120067,1.6311786757495006,-1.43767595652605,0.0,-1.4376759565260502,1.2913629097301098,1.160739433226561,1.159939306663991,-1.1364234103062896,0.01,-1.1720718192663973,0.9774245503189906,118.73824085202068,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:3,1,-4.874944138451477,0.14338065040220216,5.018324788853679,0.8165336222740244,0.2631509570354045,0.0023715307431627043
197,SBEED,8000,0.7,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,14.020335086879157,0.07105024902117484,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.0776738265053232,1.0932659316414317,-1.1248341592479099,0.01,-1.1570190760796235,0.9258821613325662,121.2168638969888,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:4,1,-4.89840106795998,0.1387226449650404,5.03712371292502,0.8248070634716456,0.26408304383518005,0.0019459139711467217
198,SBEED,12000,0.7,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,10.348055992023385,0.061491280899829664,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.0781911296500364,1.0378139466108625,-1.1346653001401699,0.0,-1.164361830971867,0.9211234109620519,122.33430834603496,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:5,1,-4.87937208674221,0.1423349148450521,5.021707001587262,0.8275507306746672,0.26402758435503254,0.0017342019198698375
199,SBEED,16000,0.7,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,12.758228704708774,0.05959497634832136,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.0677031213722599,1.0216205565749237,-1.1338370561035371,0.0,-1.1728148451317368,0.9189785975158675,125.0910843469901,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:6,1,-4.883818743889735,0.14012486292989412,5.023943606819629,0.8362681313789982,0.2667206697380717,0.0015334200368189903
201,SBEED,4000,0.0,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,2.0042767669697232,0.46897755025075544,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.4274294688961854,0.10160421753203255,-1.0635089223574514,0.67,-1.0797798040002164,0.15662091116825735,117.30397957598325,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:0,1,-4.318543399875094,0.29138306948481774,4.609926469359912,0.7249339052822849,0.2908628309574977,0.010253048533056683
200,SBEED,20000,0.7,80% optimal-eps / 20% random,80_20,x0,3,42,ok,,11.996827610661587,0.14577608267408182,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.100377934071262,1.0811417802668448,-1.1306050690497191,0.0,-1.1699478384847222,0.9432695091157831,128.34727161598857,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:7,1,-4.876238974988298,0.1429230987667429,5.019162073755041,0.8316895459294525,0.26642989779014686,0.0015963681842112343
202,SBEED,8000,0.0,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,2.08196434353254,0.3929693461977774,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.4610336995485706,0.10165523296513604,-1.0571732623741408,0.68,-1.0893891098048583,0.1567868541551199,118.46097253198968,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:1,1,-4.3414205826361405,0.2854672276238436,4.626887810259984,0.7325629063581857,0.2869880540539189,0.01000484710271683
203,SBEED,12000,0.0,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,2.1556165997597985,0.5114749849538869,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.5059155868282297,0.10677072560866215,-1.0885294788529984,0.64,-1.1069801703850883,0.16431821990854453,119.53985192999244,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:2,1,-4.370742947029198,0.2774613421875739,4.648204289216772,0.7527504801812902,0.28476027160318296,0.009622282034236826
204,SBEED,16000,0.0,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,2.1709825155098486,0.5475301281163398,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.4924974025569117,0.111939380378518,-1.0630262348040385,0.65,-1.1010349739848284,0.1707600421739162,122.37886398599949,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:3,1,-4.381690352992582,0.27433212749263214,4.6560224804852135,0.763553405812896,0.2856936807903158,0.009469508497427623
205,SBEED,20000,0.0,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,2.1416227925344535,0.6087743227610887,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.4934522434802964,0.11452911248299298,-1.0839464216763077,0.65,-1.1017205002750754,0.17390272552346964,124.51308223500382,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:4,1,-4.36942614760986,0.2762100365769742,4.645636184186834,0.7577084723532235,0.2853460885937865,0.009593328170407657
206,SBEED,4000,0.1,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,2.0867516189506286,0.40701536865818627,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.5335832316113136,0.1837281589846364,-1.0930560966232785,0.6,-1.1308623317830375,0.2576062357485236,120.12054184201406,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:5,1,-4.365125648803374,0.27455596334568777,4.639681612149062,0.7745076512976371,0.28771214970684994,0.008877276262864612
207,SBEED,8000,0.1,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,2.187987576448279,0.5200416754194732,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.5272406623952768,0.1775663538795024,-1.0813776608238095,0.53,-1.1240151640756486,0.25726593154016764,121.24435726896627,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:6,1,-4.399715700991409,0.26758762133386227,4.667303322325272,0.7893153197660012,0.2848442161754209,0.007951625458349045
208,SBEED,12000,0.1,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,2.239529738363947,0.42372420981482717,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.5459353913889692,0.17333543196700005,-1.0886314781945277,0.58,-1.1371906753985839,0.25331400050598984,121.39328880602261,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:7,1,-4.409633049107377,0.26671548392348027,4.676348533030858,0.7836695890339216,0.28143316555235104,0.0075705640504481414
209,SBEED,16000,0.1,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,2.2551388323147243,0.5199513536118676,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.5473724911865236,0.18236446107672,-1.1008503651132397,0.54,-1.1370161580700664,0.26438353979995377,121.66159051499562,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:0,1,-4.414042487976675,0.26658933442147,4.680631822398145,0.7910854564210816,0.28275256523891856,0.007210088931162792
210,SBEED,20000,0.1,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,2.218112647359839,0.5058990563217013,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.5530684560490722,0.1737495016620338,-1.0907472583366014,0.59,-1.1411116170823778,0.25432673942846107,124.78601831197739,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:1,1,-4.381347420945723,0.27671267788417536,4.658060098829898,0.7638048759880655,0.2797314452721362,0.007177582770323186
211,SBEED,4000,0.3,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,2.3441301102538157,0.29605347773807245,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.694172388928889,0.4872445827213243,-1.09939298426987,0.38,-1.150713730541733,0.5580188403525741,119.55308780597989,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:2,1,-4.4669660527351525,0.2600212515808844,4.726987304316037,0.7400341107995705,0.26283176250004303,0.004867086307996192
212,SBEED,8000,0.3,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,2.4205660644943667,0.3194199033554842,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.6706136418022053,0.478631786269208,-1.1299779331201065,0.31,-1.14454016414802,0.5436914486284455,119.83345767401624,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:3,1,-4.489759381855987,0.25088415941822706,4.740643541274214,0.7590918974682939,0.262463974908812,0.004526289765223714
213,SBEED,12000,0.3,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,2.5142102307978407,0.38064859210333457,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.6839681791895833,0.4638028002163087,-1.1385658778139005,0.3,-1.1592535472479721,0.5376124125027397,120.99893813504605,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:4,1,-4.4925100965132705,0.24547441295317912,4.7379845094664494,0.762152642436654,0.2607630774783828,0.004709841006702555
214,SBEED,16000,0.3,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,2.540908952487487,0.6941408453731397,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.6780404784458951,0.4491202084892596,-1.1263235795085773,0.31,-1.1586904523660646,0.5183858821414109,124.49225220596418,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:5,1,-4.498558523056346,0.24383713746818877,4.742395660524535,0.7736532275026122,0.2629184563793795,0.004609730669097173
215,SBEED,20000,0.3,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,2.5563434438034593,0.7572164077047541,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.6609477248279023,0.42351386324913365,-1.1318144911171713,0.31,-1.1557773891107677,0.4958997484799513,125.44620941800531,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:6,1,-4.50236022585146,0.2425040916727179,4.744864317524177,0.7727547152691358,0.26199538347360385,0.0046684176775674
217,SBEED,8000,0.5,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,3.5570613579563224,0.19102413363715318,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.9518799764729161,0.7678153165792805,-1.162905431720607,0.05,-1.1856157898306585,0.7875794412118694,119.41144887101837,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:0,1,-4.732515926145954,0.19028574328919284,4.922801669435147,0.7939727769790227,0.256176777194873,0.0021108433675552174
216,SBEED,4000,0.5,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,3.6332384355173475,0.2434385221035867,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.0169914994139155,0.8577215798604085,-1.202709479095522,0.05,-1.191063961712427,0.8698509635179528,121.79220936493948,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:7,1,-4.727005424161112,0.1886386247271367,4.9156440488882485,0.8143017705571693,0.26238796470939935,0.0027750021182488863
218,SBEED,12000,0.5,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,3.558578820765545,0.263307232898759,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.9499421583354782,0.733962308863993,-1.1693586734247696,0.07,-1.2004209031666029,0.7670795745526113,120.69259175896877,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:1,1,-4.721202547248186,0.19333944843086384,4.91454199567905,0.7897986894731338,0.2552540803078037,0.0020667072922729286
219,SBEED,16000,0.5,60% optimal-eps / 40% random,60_40,x0,3,42,ok,,3.62061656791918,0.09965429632323625,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.9521712251845569,0.756573805138393,-1.15158413708224,0.08,-1.198584473771968,0.7745499030732163,122.81103575101588,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:2,1,-4.724565833693123,0.19073580851270164,4.915301642205824,0.7936130943427023,0.2544055002884517,0.002123760245520721
